kerajaan;orang;peran;ayah;ibu;pasangan;anak;namaKerajaan;ibuKota;agama;pendahulu;penerus;tahunMulai;wikidataID;tglLahir;tglMati;saudara;kerabat;dinasti;personWikidataID;source;confidence_score;manual_check;data_source;master_id
Majapahit;Ra Kuti;;;;;;Majapahit;Trowulan;;Singhasari;Blambangan Kingdom;1292;http://www.wikidata.org/entity/Q49326;;1319-01-01T00:00:00Z;Ra Semi, Ra Tanca, Ra Wedeng, Ra Yuyu, Ra Banyak, Ra Pangsa;;;http://www.wikidata.org/entity/Q119347221;llm_imputed;0.8;False;Wikipedia Scrape;Ra Kuti
Majapahit;Ra Kuti;;;;;;Majapahit;Trowulan;;Singhasari;Malacca Sultanate;1292;http://www.wikidata.org/entity/Q49326;;1319-01-01T00:00:00Z;Ra Semi, Ra Tanca, Ra Wedeng, Ra Yuyu, Ra Banyak, Ra Pangsa;;;http://www.wikidata.org/entity/Q119347221;llm_imputed;0.8;False;Wikipedia Scrape;Ra Kuti
Majapahit;Ra Kuti;;;;;;Majapahit;Trowulan;;Singhasari;Sultanate of Gowa;1292;http://www.wikidata.org/entity/Q49326;;1319-01-01T00:00:00Z;Ra Semi, Ra Tanca, Ra Wedeng, Ra Yuyu, Ra Banyak, Ra Pangsa;;;http://www.wikidata.org/entity/Q119347221;llm_imputed;0.8;False;Wikipedia Scrape;Ra Kuti
Majapahit;Ra Kuti;;;;;;Majapahit;Trowulan;;Singhasari;Bruneian Sultanate;1292;http://www.wikidata.org/entity/Q49326;;1319-01-01T00:00:00Z;Ra Semi, Ra Tanca, Ra Wedeng, Ra Yuyu, Ra Banyak, Ra Pangsa;;;http://www.wikidata.org/entity/Q119347221;llm_imputed;0.8;False;Wikipedia Scrape;Ra Kuti
Kesultanan Banjar;Sulaiman dari Banjar;Sultan Banjar;Tahmidullah II dari Banjar;;;;;;;;;;;1761-01-01T00:00:00Z;1825-06-03T00:00:00Z;;;;http://www.wikidata.org/entity/Q12517283;wikidata;1.0;False;;Sulaiman dari Banjar
Kesultanan Banjar;Rahmatullah dari Banjar;Sultan Banjar;Suriansyah dari Banjar;;;Pangeran Damang, Raden Zakaria, Sultan Hidayatullah;;Banjarmasin, Martapura, South Kalimantan, Murung Raya Regency;Sunni Islam;Negara Daha;Dutch East Indies;1526;;;1570-01-01T00:00:00Z;Pangeran Anom, Putri Mayang Sari;;;http://www.wikidata.org/entity/Q6684550;llm_imputed;0.9;False;Wikipedia Scrape;Rahmatullah dari Banjar
Majapahit;Gajah Mada;;;;;;Majapahit;Trowulan;;Singhasari;Demak Sultanate;1292;http://www.wikidata.org/entity/Q49326;1290-01-01T00:00:00Z;1364-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q49329;llm_imputed;0.0;False;Wikipedia Scrape;Gajah Mada
Majapahit;Gajah Mada;;;;;;Majapahit;Trowulan;;Singhasari;Pagaruyung Kingdom;1292;http://www.wikidata.org/entity/Q49326;1290-01-01T00:00:00Z;1364-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q49329;llm_imputed;0.0;False;Wikipedia Scrape;Gajah Mada
Majapahit;Gajah Mada;;;;;;Majapahit;Trowulan;;Singhasari;Blambangan Kingdom;1292;http://www.wikidata.org/entity/Q49326;1290-01-01T00:00:00Z;1364-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q49329;llm_imputed;0.0;False;Wikipedia Scrape;Gajah Mada
Majapahit;Gajah Mada;;;;;;Majapahit;Trowulan;;Singhasari;Malacca Sultanate;1292;http://www.wikidata.org/entity/Q49326;1290-01-01T00:00:00Z;1364-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q49329;llm_imputed;0.0;False;Wikipedia Scrape;Gajah Mada
Majapahit;Gajah Mada;;;;;;Majapahit;Trowulan;;Singhasari;Sultanate of Gowa;1292;http://www.wikidata.org/entity/Q49326;1290-01-01T00:00:00Z;1364-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q49329;llm_imputed;0.0;False;Wikipedia Scrape;Gajah Mada
Majapahit;Gajah Mada;;;;;;Majapahit;Trowulan;;Singhasari;Bruneian Sultanate;1292;http://www.wikidata.org/entity/Q49326;1290-01-01T00:00:00Z;1364-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q49329;llm_imputed;0.0;False;Wikipedia Scrape;Gajah Mada
Kerajaan Kadiri;Kertajaya;;Bhathati;;;;;;;;;;;;1222-01-01T00:00:00Z;;;Wangsa Isyana;http://www.wikidata.org/entity/Q111678312;llm_imputed;0.7;False;Wikipedia Scrape;Kertajaya
Kesultanan Banjar;Suriansyah dari Banjar;Sultan Banjar;Raden Mantri Alu;Puteri Galuh Beranakan (Ratu Intan Sari);;;;Banjarmasin, Martapura, South Kalimantan, Murung Raya Regency;Sunni Islam;Negara Daha;Dutch East Indies;1526;;;1546-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q10950705;llm_imputed;0.9;False;Wikipedia Scrape;Suriansyah dari Banjar
Kesultanan Pajang;Sunan Demak;;Sunan Ampel;;;;;;Islam;Demak Sultanate;Mataram Sultanate;1568;;1473-01-01T00:00:00Z;1570-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q135552791;wikidata;1.0;False;;Sunan Demak
Kerajaan Sunda;Pangeran Walangsungsang;Tumenggung;Sri Baduga Maharaja;;;;;;;;;;;1423-01-01T00:00:00Z;1529-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q131955027;wikidata;1.0;False;;Pangeran Walangsungsang
Kesultanan Banjar;Tahlilullah;Sultan Banjar;Saidullah dari Banjar;;;Surya Alam dari Banjar;;Banjarmasin, Martapura, South Kalimantan, Murung Raya Regency;Sunni Islam;Negara Daha;Dutch East Indies;1526;;1654-01-01T00:00:00Z;1708-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q19748674;wikidata;1.0;False;;Tahlilullah
Kesultanan Banjar;Muhammad dari Banjar;Sultan Banjar;Hamidullah;;Putri Tamjidillah I;;;Banjarmasin, Martapura, South Kalimantan, Murung Raya Regency;Sunni Islam;Negara Daha;Dutch East Indies;1526;;1730-01-01T00:00:00Z;1761-01-16T00:00:00Z;;;;http://www.wikidata.org/entity/Q12499402;llm_imputed;0.8;False;Wikipedia Scrape;Muhammad dari Banjar
Kesultanan Tidore;Mir of Tidore;sultan;Al-Mansur dari Tidore;;;;;Tidore;Sunni Islam;;Dutch East Indies;1081;;1510-01-01T00:00:00Z;1550-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q89377011;wikidata;1.0;False;;Mir of Tidore
Kesultanan Tidore;Al-Mansur dari Tidore;sultan;;;;Mir of Tidore;;Tidore;Sunni Islam;;Dutch East Indies;1081;;;1526-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q89372631;wikidata;1.0;False;;Al-Mansur dari Tidore
Kesultanan Demak;Raden Hamzah;;Sunan Ampel;;;Sunan Bayat;;;;;;;;1423-01-01T00:00:00Z;1478-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q133605804;wikidata;1.0;False;;Raden Hamzah
Kerajaan Mataram;Mpu Sindok;;;;;Sri Isyana Tunggawijaya;;;;;;;;;0947-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q47684;wikidata;1.0;False;;Mpu Sindok
Kerajaan Mataram;Dharmawangsa Teguh;Raja (penguasa);Makuthawangsawardhana;;;Istri Airlangga, Istri Sri Jayabhupati;;;;;;;;1000-01-01T00:00:00Z;1007-01-01T00:00:00Z;Mahendradatta;;;http://www.wikidata.org/entity/Q3276813;llm_imputed;0.9;False;Wikipedia Scrape;Dharmawangsa Teguh
Kesultanan Banjar;Saidullah dari Banjar;Sultan Banjar;Inayatullah dari Banjar;;;Tahlilullah;;Banjarmasin, Martapura, South Kalimantan, Murung Raya Regency;Sunni Islam;Negara Daha;Dutch East Indies;1526;;;1660-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q10975742;wikidata;1.0;False;;Saidullah dari Banjar
Majapahit;Kertabhumi;Raja (penguasa);Rajasawardhana;;;Raden Bondan Kedjawen;Majapahit;Trowulan;;Singhasari;Demak Sultanate;1292;http://www.wikidata.org/entity/Q49326;;1478-01-01T00:00:00Z;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q127373583;wikidata;1.0;False;;Kertabhumi
Majapahit;Kertabhumi;Raja (penguasa);Rajasawardhana;;;Raden Bondan Kedjawen;Majapahit;Trowulan;;Singhasari;Pagaruyung Kingdom;1292;http://www.wikidata.org/entity/Q49326;;1478-01-01T00:00:00Z;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q127373583;wikidata;1.0;False;;Kertabhumi
Majapahit;Kertabhumi;Raja (penguasa);Rajasawardhana;;;Raden Bondan Kedjawen;Majapahit;Trowulan;;Singhasari;Blambangan Kingdom;1292;http://www.wikidata.org/entity/Q49326;;1478-01-01T00:00:00Z;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q127373583;wikidata;1.0;False;;Kertabhumi
Majapahit;Kertabhumi;Raja (penguasa);Rajasawardhana;;;Raden Bondan Kedjawen;Majapahit;Trowulan;;Singhasari;Malacca Sultanate;1292;http://www.wikidata.org/entity/Q49326;;1478-01-01T00:00:00Z;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q127373583;wikidata;1.0;False;;Kertabhumi
Majapahit;Kertabhumi;Raja (penguasa);Rajasawardhana;;;Raden Bondan Kedjawen;Majapahit;Trowulan;;Singhasari;Sultanate of Gowa;1292;http://www.wikidata.org/entity/Q49326;;1478-01-01T00:00:00Z;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q127373583;wikidata;1.0;False;;Kertabhumi
Majapahit;Kertabhumi;Raja (penguasa);Rajasawardhana;;;Raden Bondan Kedjawen;Majapahit;Trowulan;;Singhasari;Bruneian Sultanate;1292;http://www.wikidata.org/entity/Q49326;;1478-01-01T00:00:00Z;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q127373583;wikidata;1.0;False;;Kertabhumi
Majapahit;Kertabhumi;Raja (penguasa);Rajasawardhana;;;Bathara Katong;Majapahit;Trowulan;;Singhasari;Demak Sultanate;1292;http://www.wikidata.org/entity/Q49326;;1478-01-01T00:00:00Z;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q127373583;wikidata;1.0;False;;Kertabhumi
Majapahit;Kertabhumi;Raja (penguasa);Rajasawardhana;;;Bathara Katong;Majapahit;Trowulan;;Singhasari;Pagaruyung Kingdom;1292;http://www.wikidata.org/entity/Q49326;;1478-01-01T00:00:00Z;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q127373583;wikidata;1.0;False;;Kertabhumi
Majapahit;Kertabhumi;Raja (penguasa);Rajasawardhana;;;Bathara Katong;Majapahit;Trowulan;;Singhasari;Blambangan Kingdom;1292;http://www.wikidata.org/entity/Q49326;;1478-01-01T00:00:00Z;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q127373583;wikidata;1.0;False;;Kertabhumi
Majapahit;Kertabhumi;Raja (penguasa);Rajasawardhana;;;Bathara Katong;Majapahit;Trowulan;;Singhasari;Malacca Sultanate;1292;http://www.wikidata.org/entity/Q49326;;1478-01-01T00:00:00Z;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q127373583;wikidata;1.0;False;;Kertabhumi
Majapahit;Kertabhumi;Raja (penguasa);Rajasawardhana;;;Bathara Katong;Majapahit;Trowulan;;Singhasari;Sultanate of Gowa;1292;http://www.wikidata.org/entity/Q49326;;1478-01-01T00:00:00Z;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q127373583;wikidata;1.0;False;;Kertabhumi
Majapahit;Kertabhumi;Raja (penguasa);Rajasawardhana;;;Bathara Katong;Majapahit;Trowulan;;Singhasari;Bruneian Sultanate;1292;http://www.wikidata.org/entity/Q49326;;1478-01-01T00:00:00Z;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q127373583;wikidata;1.0;False;;Kertabhumi
Majapahit;Kertabhumi;Raja (penguasa);Rajasawardhana;;;Ratu Ratna Pembayun;Majapahit;Trowulan;;Singhasari;Demak Sultanate;1292;http://www.wikidata.org/entity/Q49326;;1478-01-01T00:00:00Z;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q127373583;wikidata;1.0;False;;Kertabhumi
Majapahit;Kertabhumi;Raja (penguasa);Rajasawardhana;;;Ratu Ratna Pembayun;Majapahit;Trowulan;;Singhasari;Pagaruyung Kingdom;1292;http://www.wikidata.org/entity/Q49326;;1478-01-01T00:00:00Z;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q127373583;wikidata;1.0;False;;Kertabhumi
Majapahit;Kertabhumi;Raja (penguasa);Rajasawardhana;;;Ratu Ratna Pembayun;Majapahit;Trowulan;;Singhasari;Blambangan Kingdom;1292;http://www.wikidata.org/entity/Q49326;;1478-01-01T00:00:00Z;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q127373583;wikidata;1.0;False;;Kertabhumi
Majapahit;Kertabhumi;Raja (penguasa);Rajasawardhana;;;Ratu Ratna Pembayun;Majapahit;Trowulan;;Singhasari;Malacca Sultanate;1292;http://www.wikidata.org/entity/Q49326;;1478-01-01T00:00:00Z;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q127373583;wikidata;1.0;False;;Kertabhumi
Majapahit;Kertabhumi;Raja (penguasa);Rajasawardhana;;;Ratu Ratna Pembayun;Majapahit;Trowulan;;Singhasari;Sultanate of Gowa;1292;http://www.wikidata.org/entity/Q49326;;1478-01-01T00:00:00Z;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q127373583;wikidata;1.0;False;;Kertabhumi
Majapahit;Kertabhumi;Raja (penguasa);Rajasawardhana;;;Ratu Ratna Pembayun;Majapahit;Trowulan;;Singhasari;Bruneian Sultanate;1292;http://www.wikidata.org/entity/Q49326;;1478-01-01T00:00:00Z;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q127373583;wikidata;1.0;False;;Kertabhumi
Kesultanan Aceh;Safiatuddin dari Aceh;;Iskandar Muda dari Aceh;;Iskandar Tsani dari Aceh;;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496;;1612-01-01T00:00:00Z;1675-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q7676752;wikidata;1.0;False;;Safiatuddin dari Aceh
Kesultanan Aceh;Nuruddin al-Raniri;;Ali ibnu Hasanji ibnu Muhammad Hamid;;;;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496;;http://www.wikidata.org/.well-known/genid/d0bb1675fb12f03a03c16b47017767af;1658-09-21T00:00:00Z;;;;http://www.wikidata.org/entity/Q7070303;llm_imputed;0.8;False;Wikipedia Scrape;Nuruddin al-Raniri
Kesultanan Aceh;Husain Ali Riayat Syah dari Aceh;;Alauddin al-Qahhar dari Aceh;;;Muda dari Aceh;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496;;;1579-06-08T00:00:00Z;;;;http://www.wikidata.org/entity/Q12709858;wikidata;1.0;False;;Husain Ali Riayat Syah dari Aceh
Kesultanan Demak;Sunan Gunung Jati;;Syarif Abdullah Umdatuddin;;;Maulana Hasanuddin;;;;;;;;1448-01-01T00:00:00Z;1569-01-01T00:00:00Z;;;Alawiyyin;http://www.wikidata.org/entity/Q4201195;wikidata;1.0;False;;Sunan Gunung Jati
kerajaan demak;Sunan Bonang;;Sunan Ampel;;;;;;;;;;;1465-01-01T00:00:00Z;1525-01-01T00:00:00Z;Sunan Drajat;Sunan Giri;;http://www.wikidata.org/entity/Q7443276;wikidata;1.0;False;;Sunan Bonang
Kesultanan Banten;Maulana Muhammad;;Maulana Yusuf;;;Abu al-Mafakhir;;;;;;;;1982-08-08T00:00:00Z;;;;;http://www.wikidata.org/entity/Q123896563;wikidata;1.0;False;;Maulana Muhammad
Kesultanan Cirebon;Sunan Gunung Jati;;Syarif Abdullah Umdatuddin;;;Maulana Hasanuddin;;;;;;;;1448-01-01T00:00:00Z;1569-01-01T00:00:00Z;;;Alawiyyin;http://www.wikidata.org/entity/Q4201195;wikidata;1.0;False;;Sunan Gunung Jati
Kesultanan Banten;Syifa Zainularifin;;Abu al-Mahasin;;;Arif Zainulasyiqin;;Old Banten;;Cirebon Sultanate, Demak Sultanate, Sunda Kingdom;Bantam Presidency, Bantam Residency, Batavia, Dutch East IndiesBatavia;1526;;http://www.wikidata.org/.well-known/genid/1de0d03f0e665e7aaf6d143b26b7c5d7;1750-01-01T00:00:00Z;Wasi Zainulalimin;;;http://www.wikidata.org/entity/Q57820133;wikidata;1.0;False;;Syifa Zainularifin
Kesultanan Banten;Abu al-Ma'ali;;Abu al-Mafakhir;;;Tirtayasa dari Banten;;Old Banten;;Cirebon Sultanate, Demak Sultanate, Sunda Kingdom;Bantam Presidency, Bantam Residency, Batavia, Dutch East IndiesBatavia;1526;;http://www.wikidata.org/.well-known/genid/18c9b24f542db93a3c45cebe1db76186;1650-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q41799422;wikidata;1.0;False;;Abu al-Ma'ali
Kesultanan Aceh;Sultan Ali Riayat Syah;;Sultan Alauddin Riayat Syah;;;;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496;;;1607-04-04T00:00:00Z;;;;http://www.wikidata.org/entity/Q17424988;wikidata;1.0;False;;Sultan Ali Riayat Syah
Kesultanan Aceh;Alauddin al-Qahhar dari Aceh;;Ali Mughayat Syah dari Aceh;;;Husain Ali Riayat Syah dari Aceh;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496;;;1571-09-28T00:00:00Z;;;;http://www.wikidata.org/entity/Q4708856;wikidata;1.0;False;;Alauddin al-Qahhar dari Aceh
Kesultanan Demak;Sunan Kudus;;Sunan Ngudung;;;;;;;;;;;;1550-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q5261519;wikidata;1.0;False;;Sunan Kudus
Kesultanan Aceh;Sultan Alauddin Johan Syah;;Sultan Alauddin Ahmad Syah;;;Sultan Alauddin Mahmud Syah I;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496;;;1760-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q18204961;wikidata;1.0;False;;Sultan Alauddin Johan Syah
Kesultanan Aceh;Alauddin al-Qahhar dari Aceh;;Ali Mughayat Syah dari Aceh;;;Sri Alam dari Aceh;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496;;;1571-09-28T00:00:00Z;;;;http://www.wikidata.org/entity/Q4708856;wikidata;1.0;False;;Alauddin al-Qahhar dari Aceh
Kerajaan Kubu;Elizabeth Carter;;Rev. Nicolas Carter;Margaret Swayne;;;;, Batusangkar, Jepara, Kediri (city), Kolonodale, Kota Pinang, Kotapinang, Malangke, Manado Tua, Palopo, Pegun Island, Pekalongan, Sumenep (town), Watampone;, Animism, Buddhism, Christianity, Hinduism, Hindus, Islam, Sunni Islam;, Austronesian peoples, Bada Kingdom, Besoa Kingdom, Bowontehu Kingdom, Dharmasraya, Kahuripan, Kubu Kingdom, Napu Kingdom, Pagaruyung Kingdom, Pinang Awan Sultanate, Singasari, Sorimangaraja dynasty;, Company rule in the Dutch East IndiesDutch East India Company, Dharmasraya, Dutch East Indies, East Sumatra, Inderapura Kingdom, Koto Alang, Kubu Kingdom, Majapahit, Mataram Kingdom, Poso Regency, Republic of Indonesia, Singhasari, Sultanate of Deli, Sultanate of Ternate, Sumatra's West Coast ResidencySumatra's Westkust, West Kalimantan;;;1960-07-01T00:00:00Z;;;;;http://www.wikidata.org/entity/Q108801084;llm_imputed;0.9;False;Wikipedia Scrape;Elizabeth Carter
Kesultanan Aceh;Sri Alam dari Aceh;;Alauddin al-Qahhar dari Aceh;;;;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496;;;1579-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q17318556;wikidata;1.0;False;;Sri Alam dari Aceh
Kesultanan Aceh;Ali Mughayat Syah dari Aceh;;;;;Salahuddin dari Aceh;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496;;;1530-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q868350;wikidata;1.0;False;;Ali Mughayat Syah dari Aceh
Kesultanan Aceh;Iskandar Muda dari Aceh;;;;;Safiatuddin dari Aceh;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496;;1583-01-01T00:00:00Z;1636-12-27T00:00:00Z;;;;http://www.wikidata.org/entity/Q375774;wikidata;1.0;False;;Muda dari Aceh
Kesultanan Banten;Abu al-Mahasin;;Abu an-Nasr;;;Syifa Zainularifin;;Old Banten;;Cirebon Sultanate, Demak Sultanate, Sunda Kingdom;Bantam Presidency, Bantam Residency, Batavia, Dutch East IndiesBatavia;1526;;http://www.wikidata.org/.well-known/genid/776342bfdce90153563b8e112b3290de;1733-01-01T00:00:00Z;Abu al-Fadhl;;;http://www.wikidata.org/entity/Q57819481;wikidata;1.0;False;;Abu al-Mahasin
Kesultanan Banten;Abu al-Mahasin;;Abu an-Nasr;;;Wasi Zainulalimin;;Old Banten;;Cirebon Sultanate, Demak Sultanate, Sunda Kingdom;Bantam Presidency, Bantam Residency, Batavia, Dutch East IndiesBatavia;1526;;http://www.wikidata.org/.well-known/genid/776342bfdce90153563b8e112b3290de;1733-01-01T00:00:00Z;Abu al-Fadhl;;;http://www.wikidata.org/entity/Q57819481;wikidata;1.0;False;;Abu al-Mahasin
Kesultanan Aceh;Ali Mughayat Syah dari Aceh;;;;;Alauddin al-Qahhar dari Aceh;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496;;;1530-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q868350;wikidata;1.0;False;;Ali Mughayat Syah dari Aceh
Kesultanan Lingga;Sulaiman II Badrul Alam Syah;;Abdul Rahman Muazzam Syah dari Lingga;;;;;;;;;;;http://www.wikidata.org/.well-known/genid/68d127c6441c7f5e61579ff1c1cb8030;1883-09-17T00:00:00Z;;;Wangsa Bendahara;http://www.wikidata.org/entity/Q12709895;wikidata;1.0;False;;Sulaiman II Badrul Alam Syah
Kesultanan Aceh;Sultan Alauddin Riayat Syah;;;;;Sultan Ali Riayat Syah;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496;;;1605-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q18204970;wikidata;1.0;False;;Sultan Alauddin Riayat Syah
Kesultanan Aceh;Badrul Alam dari Aceh;;;;;Jamalul Alam dari Aceh;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496;;;1702-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q18205088;wikidata;1.0;False;;Badrul Alam dari Aceh
Kesultanan Aceh;Jamalul Alam dari Aceh;;Badrul Alam dari Aceh;;;;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496;;;1736-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q18206715;wikidata;1.0;False;;Jamalul Alam dari Aceh
Kesultanan Aceh;Sultan Alauddin Ahmad Syah;;;;;Sultan Alauddin Johan Syah;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496;;;1735-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q18204952;wikidata;1.0;False;;Sultan Alauddin Ahmad Syah
Kesultanan Aceh;Sultan Alauddin Mahmud Syah I;;Sultan Alauddin Johan Syah;;;;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496;;;1781-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q18204965;wikidata;1.0;False;;Sultan Alauddin Mahmud Syah I
Kesultanan Banten;Maulana Yusuf;;Maulana Hasanuddin;;;Maulana Muhammad;;;;;;;;;;;;;http://www.wikidata.org/entity/Q109697553;wikidata;1.0;False;;Maulana Yusuf
Kesultanan Tidore;Saifuddin of Tidore;;Gorontalo of Tidore;;;;;Tidore;Sunni Islam;;Dutch East Indies;1081;;;1689-10-02T00:00:00Z;Gorian;;;http://www.wikidata.org/entity/Q90013551;llm_imputed;0.8;False;Wikipedia Scrape;Saifuddin of Tidore
Kesultanan Tidore;Ngarolamo;;Mole Majimu;;;daughter (unnamed);;Tidore;Sunni Islam;;Dutch East Indies;1081;;1590-01-01T00:00:00Z;1639-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q91720084;llm_imputed;0.9;False;Wikipedia Scrape;Ngarolamo
Kesultanan Banten;Abu an-Nasr;;Tirtayasa dari Banten;;;Abu al-Fadhl;;Old Banten;;Cirebon Sultanate, Demak Sultanate, Sunda Kingdom;Bantam Presidency, Bantam Residency, Batavia, Dutch East IndiesBatavia;1526;;http://www.wikidata.org/.well-known/genid/6c5c08311c650a4ac701bda3e78fda32;1687-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q4670294;wikidata;1.0;False;;Abu an-Nasr
Kesultanan Banten;Abu an-Nasr;;Tirtayasa dari Banten;;;Abu al-Mahasin;;Old Banten;;Cirebon Sultanate, Demak Sultanate, Sunda Kingdom;Bantam Presidency, Bantam Residency, Batavia, Dutch East IndiesBatavia;1526;;http://www.wikidata.org/.well-known/genid/6c5c08311c650a4ac701bda3e78fda32;1687-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q4670294;wikidata;1.0;False;;Abu an-Nasr
Kesultanan Banten;Tirtayasa dari Banten;;Abu al-Ma'ali;;;Abu an-Nasr;;Old Banten;;Cirebon Sultanate, Demak Sultanate, Sunda Kingdom;Bantam Presidency, Bantam Residency, Batavia, Dutch East IndiesBatavia;1526;;1631-01-01T00:00:00Z;1692-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q2914017;wikidata;1.0;False;;Tirtayasa dari Banten
Kerajaan Klungkung;Dewa Agung Istri Kanya;;Ida I Dewa Agung Putra;I Gusti Ayu Karang;;;;;;;;;;;1868-01-01T00:00:00Z;Dewa Agung Putra;;;http://www.wikidata.org/entity/Q29394457;llm_imputed;1.0;False;Wikipedia Scrape;Dewa Agung Istri Kanya
Kerajaan Klungkung;Gusti Ayu Karang;;;;Dewa Agung Putra I Kusamba;Dewa Agung Istri Kanya, Dewa Agung Putra II;;;;;;;;;1814-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q29407853;llm_imputed;0.9;False;Wikipedia Scrape;Gusti Ayu Karang
Sriwijaya;Samaratungga;;Samaragrawira;;Dewi Tara;Balaputradewa, Pramodhawardhani;;;;;;;;;0832-01-01T00:00:00Z;Balaputradewa;;;http://www.wikidata.org/entity/Q3176110;llm_imputed;0.7;False;Wikipedia Scrape;Samaratungga
Kadipaten Surabaya;Pangeran Pekik;;Jayalengkara;;;;;Surabaya;Islam;Demak Sultanate;Mataram Sultanate;;;1650-01-01T00:00:00Z;1659-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q12502604;wikidata;1.0;False;;Pangeran Pekik
