kerajaan;orang;peran;ayah;ibu;pasangan;anak;namaKerajaan;ibuKota;agama;pendahulu;penerus;tahunMulai;wikidataID;tglLahir;tglMati;saudara;kerabat;dinasti;personWikidataID;source;confidence_score;manual_check;data_source;master_id;orang_PageRank;orang_Louvain_Cluster;orang_Betweenness;orang_AdamicAdar_Avg;kerajaan_PageRank;kerajaan_Louvain_Cluster;kerajaan_Betweenness
Majapahit;Sunan Demak;;Sunan Ampel;;;;Majapahit;Trowulan;Islam;Singhasari;Malacca Sultanate;1568.0;http://www.wikidata.org/entity/Q49326;1473-01-01T00:00:00Z;1570-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q135552791;wikidata;1.0;False;;Sunan Demak;0.0019439780925336215;9;0.024840434707607384;0.5384877786794758;0.011990200389390741;8;0.059277787361278825
Majapahit;Sunan Demak;;Sunan Ampel;;;;Majapahit;Trowulan;Islam;Singhasari;Sultanate of Gowa;1568.0;http://www.wikidata.org/entity/Q49326;1473-01-01T00:00:00Z;1570-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q135552791;wikidata;1.0;False;;Sunan Demak;0.0019439780925336215;9;0.024840434707607384;0.5384877786794758;0.011990200389390741;8;0.059277787361278825
Majapahit;Sunan Demak;;Sunan Ampel;;;;Majapahit;Trowulan;Islam;Singhasari;Bruneian Sultanate;1568.0;http://www.wikidata.org/entity/Q49326;1473-01-01T00:00:00Z;1570-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q135552791;wikidata;1.0;False;;Sunan Demak;0.0019439780925336215;9;0.024840434707607384;0.5384877786794758;0.011990200389390741;8;0.059277787361278825
Majapahit;Raden Hamzah;;Sunan Ampel;;;Sunan Bayat;Majapahit;Trowulan;;Singhasari;Demak Sultanate;;http://www.wikidata.org/entity/Q49326;1423-01-01T00:00:00Z;1478-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q133605804;wikidata;1.0;False;;Raden Hamzah;0.0019439780925336215;9;0.024840434707607384;0.5384877786794758;0.011990200389390741;8;0.059277787361278825
Majapahit;Raden Hamzah;;Sunan Ampel;;;Sunan Bayat;Majapahit;Trowulan;;Singhasari;Pagaruyung Kingdom;;http://www.wikidata.org/entity/Q49326;1423-01-01T00:00:00Z;1478-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q133605804;wikidata;1.0;False;;Raden Hamzah;0.0019439780925336215;9;0.024840434707607384;0.5384877786794758;0.011990200389390741;8;0.059277787361278825
Majapahit;Raden Hamzah;;Sunan Ampel;;;Sunan Bayat;Majapahit;Trowulan;;Singhasari;Blambangan Kingdom;;http://www.wikidata.org/entity/Q49326;1423-01-01T00:00:00Z;1478-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q133605804;wikidata;1.0;False;;Raden Hamzah;0.0019439780925336215;9;0.024840434707607384;0.5384877786794758;0.011990200389390741;8;0.059277787361278825
Majapahit;Raden Hamzah;;Sunan Ampel;;;Sunan Bayat;Majapahit;Trowulan;;Singhasari;Malacca Sultanate;;http://www.wikidata.org/entity/Q49326;1423-01-01T00:00:00Z;1478-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q133605804;wikidata;1.0;False;;Raden Hamzah;0.0019439780925336215;9;0.024840434707607384;0.5384877786794758;0.011990200389390741;8;0.059277787361278825
Majapahit;Raden Hamzah;;Sunan Ampel;;;Sunan Bayat;Majapahit;Trowulan;;Singhasari;Sultanate of Gowa;;http://www.wikidata.org/entity/Q49326;1423-01-01T00:00:00Z;1478-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q133605804;wikidata;1.0;False;;Raden Hamzah;0.0019439780925336215;9;0.024840434707607384;0.5384877786794758;0.011990200389390741;8;0.059277787361278825
Majapahit;Raden Hamzah;;Sunan Ampel;;;Sunan Bayat;Majapahit;Trowulan;;Singhasari;Bruneian Sultanate;;http://www.wikidata.org/entity/Q49326;1423-01-01T00:00:00Z;1478-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q133605804;wikidata;1.0;False;;Raden Hamzah;0.0019439780925336215;9;0.024840434707607384;0.5384877786794758;0.011990200389390741;8;0.059277787361278825
Kesultanan Siak Sri Inderapura;Abdul Jalil Syah dari Siak;Sultan Johor;Mahmud Syah II dari Johor;;;Mahmud dari Siak;;;;;;;;http://www.wikidata.org/.well-known/genid/3a4ab4bd80af2264d5e0a0c45a341902;1746-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q11169169;wikidata;1.0;False;;Abdul Jalil Syah dari Siak;0.0019439780925336215;2;0.00039675694324650684;0.5581106265512472;0.007177274787823441;2;0.0011902708297395206
Kesultanan Banjar;Tahmidullah II dari Banjar;Sultan Banjar;Tamjidillah I dari Banjar;;;Sulaiman dari Banjar;;Banjarmasin, Martapura, South Kalimantan, Murung Raya Regency;Sunni Islam;Negara Daha;Dutch East Indies;1526.0;;1727-01-01T00:00:00Z;1801-04-19T00:00:00Z;;;;http://www.wikidata.org/entity/Q12517718;wikidata;1.0;False;;Tahmidullah II dari Banjar;0.005553107989447699;1;5.750100626760968e-06;0.4609149808523834;0.023729428793184494;1;0.024912310965441893
Majapahit;Suraprabhawa;Kaisar;Kertawijaya;;;;Majapahit;Trowulan;;Singhasari;Demak Sultanate;1292.0;http://www.wikidata.org/entity/Q49326;http://www.wikidata.org/.well-known/genid/d19d70b480afeed45b16fcc26c548741;1474-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q19748670;wikidata;1.0;False;;Suraprabhawa;0.0019439780925336215;8;0.0008280144902535794;0.47231901884663813;0.011990200389390741;8;0.059277787361278825
Majapahit;Suraprabhawa;Kaisar;Kertawijaya;;;;Majapahit;Trowulan;;Singhasari;Pagaruyung Kingdom;1292.0;http://www.wikidata.org/entity/Q49326;http://www.wikidata.org/.well-known/genid/d19d70b480afeed45b16fcc26c548741;1474-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q19748670;wikidata;1.0;False;;Suraprabhawa;0.0019439780925336215;8;0.0008280144902535794;0.47231901884663813;0.011990200389390741;8;0.059277787361278825
Majapahit;Suraprabhawa;Kaisar;Kertawijaya;;;;Majapahit;Trowulan;;Singhasari;Blambangan Kingdom;1292.0;http://www.wikidata.org/entity/Q49326;http://www.wikidata.org/.well-known/genid/d19d70b480afeed45b16fcc26c548741;1474-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q19748670;wikidata;1.0;False;;Suraprabhawa;0.0019439780925336215;8;0.0008280144902535794;0.47231901884663813;0.011990200389390741;8;0.059277787361278825
Majapahit;Suraprabhawa;Kaisar;Kertawijaya;;;;Majapahit;Trowulan;;Singhasari;Malacca Sultanate;1292.0;http://www.wikidata.org/entity/Q49326;http://www.wikidata.org/.well-known/genid/d19d70b480afeed45b16fcc26c548741;1474-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q19748670;wikidata;1.0;False;;Suraprabhawa;0.0019439780925336215;8;0.0008280144902535794;0.47231901884663813;0.011990200389390741;8;0.059277787361278825
Majapahit;Suraprabhawa;Kaisar;Kertawijaya;;;;Majapahit;Trowulan;;Singhasari;Sultanate of Gowa;1292.0;http://www.wikidata.org/entity/Q49326;http://www.wikidata.org/.well-known/genid/d19d70b480afeed45b16fcc26c548741;1474-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q19748670;wikidata;1.0;False;;Suraprabhawa;0.0019439780925336215;8;0.0008280144902535794;0.47231901884663813;0.011990200389390741;8;0.059277787361278825
Majapahit;Suraprabhawa;Kaisar;Kertawijaya;;;;Majapahit;Trowulan;;Singhasari;Bruneian Sultanate;1292.0;http://www.wikidata.org/entity/Q49326;http://www.wikidata.org/.well-known/genid/d19d70b480afeed45b16fcc26c548741;1474-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q19748670;wikidata;1.0;False;;Suraprabhawa;0.0019439780925336215;8;0.0008280144902535794;0.47231901884663813;0.011990200389390741;8;0.059277787361278825
Kesultanan Banjar;Mustain Billah dari Banjar;Sultan Banjar;Hidayatullah I dari Banjar;;;Inayatullah dari Banjar;;Banjarmasin, Martapura, South Kalimantan, Murung Raya Regency;Sunni Islam;Negara Daha;Dutch East Indies;1526.0;;;1638-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q19752264;wikidata;1.0;False;;Mustain Billah dari Banjar;0.004186679451374291;1;1.7250301880282906e-05;0.37438725259141314;0.023729428793184494;1;0.024912310965441893
Majapahit;Ra Kuti;;;;;;Majapahit;Trowulan;;Singhasari;Demak Sultanate;1292.0;http://www.wikidata.org/entity/Q49326;;1319-01-01T00:00:00Z;Ra Semi, Ra Tanca, Ra Wedeng, Ra Yuyu, Ra Banyak, Ra Pangsa;;;http://www.wikidata.org/entity/Q119347221;llm_imputed;0.8;False;Wikipedia Scrape;Ra Kuti;0.0019439780925336215;8;0.010194928411247198;0.36926937306885504;0.011990200389390741;8;0.059277787361278825
Majapahit;Ra Kuti;;;;;;Majapahit;Trowulan;;Singhasari;Pagaruyung Kingdom;1292.0;http://www.wikidata.org/entity/Q49326;;1319-01-01T00:00:00Z;Ra Semi, Ra Tanca, Ra Wedeng, Ra Yuyu, Ra Banyak, Ra Pangsa;;;http://www.wikidata.org/entity/Q119347221;llm_imputed;0.8;False;Wikipedia Scrape;Ra Kuti;0.0019439780925336215;8;0.010194928411247198;0.36926937306885504;0.011990200389390741;8;0.059277787361278825
Majapahit;Ra Kuti;;;;;;Majapahit;Trowulan;;Singhasari;Blambangan Kingdom;1292.0;http://www.wikidata.org/entity/Q49326;;1319-01-01T00:00:00Z;Ra Semi, Ra Tanca, Ra Wedeng, Ra Yuyu, Ra Banyak, Ra Pangsa;;;http://www.wikidata.org/entity/Q119347221;llm_imputed;0.8;False;Wikipedia Scrape;Ra Kuti;0.0019439780925336215;8;0.010194928411247198;0.36926937306885504;0.011990200389390741;8;0.059277787361278825
Majapahit;Ra Kuti;;;;;;Majapahit;Trowulan;;Singhasari;Malacca Sultanate;1292.0;http://www.wikidata.org/entity/Q49326;;1319-01-01T00:00:00Z;Ra Semi, Ra Tanca, Ra Wedeng, Ra Yuyu, Ra Banyak, Ra Pangsa;;;http://www.wikidata.org/entity/Q119347221;llm_imputed;0.8;False;Wikipedia Scrape;Ra Kuti;0.0019439780925336215;8;0.010194928411247198;0.36926937306885504;0.011990200389390741;8;0.059277787361278825
Majapahit;Ra Kuti;;;;;;Majapahit;Trowulan;;Singhasari;Sultanate of Gowa;1292.0;http://www.wikidata.org/entity/Q49326;;1319-01-01T00:00:00Z;Ra Semi, Ra Tanca, Ra Wedeng, Ra Yuyu, Ra Banyak, Ra Pangsa;;;http://www.wikidata.org/entity/Q119347221;llm_imputed;0.8;False;Wikipedia Scrape;Ra Kuti;0.0019439780925336215;8;0.010194928411247198;0.36926937306885504;0.011990200389390741;8;0.059277787361278825
Majapahit;Ra Kuti;;;;;;Majapahit;Trowulan;;Singhasari;Bruneian Sultanate;1292.0;http://www.wikidata.org/entity/Q49326;;1319-01-01T00:00:00Z;Ra Semi, Ra Tanca, Ra Wedeng, Ra Yuyu, Ra Banyak, Ra Pangsa;;;http://www.wikidata.org/entity/Q119347221;llm_imputed;0.8;False;Wikipedia Scrape;Ra Kuti;0.0019439780925336215;8;0.010194928411247198;0.36926937306885504;0.011990200389390741;8;0.059277787361278825
Kesultanan Banjar;Sulaiman dari Banjar;Sultan Banjar;Tahmidullah II dari Banjar;;;;;Banjarmasin, Martapura, South Kalimantan, Murung Raya Regency;Sunni Islam;Negara Daha;Dutch East Indies;1526.0;;1761-01-01T00:00:00Z;1825-06-03T00:00:00Z;;;;http://www.wikidata.org/entity/Q12517283;wikidata;1.0;False;;Sulaiman dari Banjar;0.0048956293976248465;1;2.3000402507043873e-05;0.4102049033036096;0.023729428793184494;1;0.024912310965441893
Kesultanan Banjar;Rahmatullah dari Banjar;Sultan Banjar;Suriansyah dari Banjar;;;Pangeran Damang, Raden Zakaria, Sultan Hidayatullah;;Banjarmasin, Martapura, South Kalimantan, Murung Raya Regency;Sunni Islam;Negara Daha;Dutch East Indies;1526.0;;;1570-01-01T00:00:00Z;Pangeran Anom, Putri Mayang Sari;;;http://www.wikidata.org/entity/Q6684550;llm_imputed;0.9;False;Wikipedia Scrape;Rahmatullah dari Banjar;0.0019439780925336215;10;0.0046575815076763845;0.3581095459570038;0.023729428793184494;1;0.024912310965441893
Majapahit;Gajah Mada;;;;;;Majapahit;Trowulan;;Singhasari;Demak Sultanate;;http://www.wikidata.org/entity/Q49326;1290-01-01T00:00:00Z;1364-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q49329;llm_imputed;0.0;False;Wikipedia Scrape;Gajah Mada;0.0019439780925336215;8;0.0;0.36926937306885504;0.011990200389390741;8;0.059277787361278825
Majapahit;Gajah Mada;;;;;;Majapahit;Trowulan;;Singhasari;Pagaruyung Kingdom;;http://www.wikidata.org/entity/Q49326;1290-01-01T00:00:00Z;1364-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q49329;llm_imputed;0.0;False;Wikipedia Scrape;Gajah Mada;0.0019439780925336215;8;0.0;0.36926937306885504;0.011990200389390741;8;0.059277787361278825
Majapahit;Gajah Mada;;;;;;Majapahit;Trowulan;;Singhasari;Blambangan Kingdom;;http://www.wikidata.org/entity/Q49326;1290-01-01T00:00:00Z;1364-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q49329;llm_imputed;0.0;False;Wikipedia Scrape;Gajah Mada;0.0019439780925336215;8;0.0;0.36926937306885504;0.011990200389390741;8;0.059277787361278825
Majapahit;Gajah Mada;;;;;;Majapahit;Trowulan;;Singhasari;Malacca Sultanate;;http://www.wikidata.org/entity/Q49326;1290-01-01T00:00:00Z;1364-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q49329;llm_imputed;0.0;False;Wikipedia Scrape;Gajah Mada;0.0019439780925336215;8;0.0;0.36926937306885504;0.011990200389390741;8;0.059277787361278825
Majapahit;Gajah Mada;;;;;;Majapahit;Trowulan;;Singhasari;Sultanate of Gowa;;http://www.wikidata.org/entity/Q49326;1290-01-01T00:00:00Z;1364-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q49329;llm_imputed;0.0;False;Wikipedia Scrape;Gajah Mada;0.0019439780925336215;8;0.0;0.36926937306885504;0.011990200389390741;8;0.059277787361278825
Majapahit;Gajah Mada;;;;;;Majapahit;Trowulan;;Singhasari;Bruneian Sultanate;;http://www.wikidata.org/entity/Q49326;1290-01-01T00:00:00Z;1364-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q49329;llm_imputed;0.0;False;Wikipedia Scrape;Gajah Mada;0.0019439780925336215;8;0.0;0.36926937306885504;0.011990200389390741;8;0.059277787361278825
Kerajaan Kadiri;Kertajaya;;Bhathati;;;;;;;;;;;;1222-01-01T00:00:00Z;;;Wangsa Isyana;http://www.wikidata.org/entity/Q111678312;llm_imputed;0.7;False;Wikipedia Scrape;Kertajaya;0.0019439780925336215;11;1.7250301880282906e-05;0.0;0.0027702880970530666;11;0.0
Kesultanan Banjar;Suriansyah dari Banjar;Sultan Banjar;Raden Mantri Alu;Puteri Galuh Beranakan (Ratu Intan Sari);;;;Banjarmasin, Martapura, South Kalimantan, Murung Raya Regency;Sunni Islam;Negara Daha;Dutch East Indies;1526.0;;;1546-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q10950705;llm_imputed;0.9;False;Wikipedia Scrape;Suriansyah dari Banjar;0.002180066665253463;10;0.0019147835087114026;0.3601275472296491;0.023729428793184494;1;0.024912310965441893
Kesultanan Pajang;Sunan Demak;;Sunan Ampel;;;;;;Islam;Demak Sultanate;Mataram Sultanate;1568.0;;1473-01-01T00:00:00Z;1570-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q135552791;wikidata;1.0;False;;Sunan Demak;0.0019439780925336215;9;0.024840434707607384;0.5384877786794758;0.002357133094793344;9;0.0
Kerajaan Sunda;Pangeran Walangsungsang;Tumenggung;Sri Baduga Maharaja;;;;;;;;;;;1423-01-01T00:00:00Z;1529-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q131955027;wikidata;1.0;False;;Pangeran Walangsungsang;0.0028628254536632192;5;0.0001293772641021218;0.9266035876997885;0.006164908013425225;5;0.0051334023345408555
Kesultanan Banjar;Tahlilullah;Sultan Banjar;Saidullah dari Banjar;;;Surya Alam dari Banjar;;Banjarmasin, Martapura, South Kalimantan, Murung Raya Regency;Sunni Islam;Negara Daha;Dutch East Indies;1526.0;;1654-01-01T00:00:00Z;1708-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q19748674;wikidata;1.0;False;;Tahlilullah;0.004451602867196126;1;8.625150940141453e-06;0.4102049033036096;0.023729428793184494;1;0.024912310965441893
Kesultanan Banjar;Muhammad dari Banjar;Sultan Banjar;Hamidullah;;putri Tamjidillah I;;;Banjarmasin, Martapura, South Kalimantan, Murung Raya Regency;Sunni Islam;Negara Daha;Dutch East Indies;1526.0;;1730-01-01T00:00:00Z;1761-01-16T00:00:00Z;;;;http://www.wikidata.org/entity/Q12499402;llm_imputed;0.8;False;Wikipedia Scrape;Muhammad dari Banjar;0.0019439780925336215;1;0.0019147835087114026;0.3235154531486725;0.023729428793184494;1;0.024912310965441893
Kesultanan Tidore;Mir of Tidore;sultan;Al-Mansur dari Tidore;;;;;;;;;;;1510-01-01T00:00:00Z;1550-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q89377011;wikidata;1.0;False;;Mir of Tidore;0.003381526500650478;12;0.0;0.7213475204444816;0.0059208215814599285;12;0.000362256339485941
Kesultanan Tidore;Al-Mansur dari Tidore;sultan;;;;Mir of Tidore;;;;;;;;;1526-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q89372631;wikidata;1.0;False;;Al-Mansur dari Tidore;0.003381526500650478;12;0.0;0.7213475204444816;0.0059208215814599285;12;0.000362256339485941
Kesultanan Demak;Raden Hamzah;;Sunan Ampel;;;Sunan Bayat;;;;;;;;1423-01-01T00:00:00Z;1478-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q133605804;wikidata;1.0;False;;Raden Hamzah;0.0019439780925336215;9;0.024840434707607384;0.5384877786794758;0.004298662567649228;9;0.04616755793226381
Kerajaan Mataram;Mpu Sindok;;;;;Sri Isyana Tunggawijaya;;;;;;;;;0947-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q47684;wikidata;1.0;False;;Mpu Sindok;0.003230640166524118;4;0.0;0.8466496347290399;0.008512056163828458;4;0.0006813869242711748
Kerajaan Mataram;Dharmawangsa Teguh;Raja (penguasa);Makuthawangsawardhana;;;Istri Airlangga, Istri Sri Jayabhupati;;;;;;;;1000-01-01T00:00:00Z;1007-01-01T00:00:00Z;Mahendradatta;;;http://www.wikidata.org/entity/Q3276813;llm_imputed;0.9;False;Wikipedia Scrape;Dharmawangsa Teguh;0.0019439780925336215;4;0.0005865102639296188;0.5581106265512472;0.008512056163828458;4;0.0006813869242711748
Kesultanan Banjar;Saidullah dari Banjar;Sultan Banjar;Inayatullah dari Banjar;;;Tahlilullah;;Banjarmasin, Martapura, South Kalimantan, Murung Raya Regency;Sunni Islam;Negara Daha;Dutch East Indies;1526.0;;;1660-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q10975742;wikidata;1.0;False;;Saidullah dari Banjar;0.004115788317971585;1;1.7250301880282906e-05;0.415761762892633;0.023729428793184494;1;0.024912310965441893
Majapahit;Kertabhumi;Raja (penguasa);Rajasawardhana;;;Raden Bondan Kedjawen;Majapahit;Trowulan;;Singhasari;Demak Sultanate;;http://www.wikidata.org/entity/Q49326;;1478-01-01T00:00:00Z;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q127373583;wikidata;1.0;False;;Kertabhumi;0.0023224663901732162;8;0.008538899430740038;0.41375153097898865;0.011990200389390741;8;0.059277787361278825
Majapahit;Kertabhumi;Raja (penguasa);Rajasawardhana;;;Raden Bondan Kedjawen;Majapahit;Trowulan;;Singhasari;Pagaruyung Kingdom;;http://www.wikidata.org/entity/Q49326;;1478-01-01T00:00:00Z;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q127373583;wikidata;1.0;False;;Kertabhumi;0.0023224663901732162;8;0.008538899430740038;0.41375153097898865;0.011990200389390741;8;0.059277787361278825
Majapahit;Kertabhumi;Raja (penguasa);Rajasawardhana;;;Raden Bondan Kedjawen;Majapahit;Trowulan;;Singhasari;Blambangan Kingdom;;http://www.wikidata.org/entity/Q49326;;1478-01-01T00:00:00Z;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q127373583;wikidata;1.0;False;;Kertabhumi;0.0023224663901732162;8;0.008538899430740038;0.41375153097898865;0.011990200389390741;8;0.059277787361278825
Majapahit;Kertabhumi;Raja (penguasa);Rajasawardhana;;;Raden Bondan Kedjawen;Majapahit;Trowulan;;Singhasari;Malacca Sultanate;;http://www.wikidata.org/entity/Q49326;;1478-01-01T00:00:00Z;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q127373583;wikidata;1.0;False;;Kertabhumi;0.0023224663901732162;8;0.008538899430740038;0.41375153097898865;0.011990200389390741;8;0.059277787361278825
Majapahit;Kertabhumi;Raja (penguasa);Rajasawardhana;;;Raden Bondan Kedjawen;Majapahit;Trowulan;;Singhasari;Sultanate of Gowa;;http://www.wikidata.org/entity/Q49326;;1478-01-01T00:00:00Z;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q127373583;wikidata;1.0;False;;Kertabhumi;0.0023224663901732162;8;0.008538899430740038;0.41375153097898865;0.011990200389390741;8;0.059277787361278825
Majapahit;Kertabhumi;Raja (penguasa);Rajasawardhana;;;Raden Bondan Kedjawen;Majapahit;Trowulan;;Singhasari;Bruneian Sultanate;;http://www.wikidata.org/entity/Q49326;;1478-01-01T00:00:00Z;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q127373583;wikidata;1.0;False;;Kertabhumi;0.0023224663901732162;8;0.008538899430740038;0.41375153097898865;0.011990200389390741;8;0.059277787361278825
Majapahit;Kertabhumi;Raja (penguasa);Rajasawardhana;;;Bathara Katong;Majapahit;Trowulan;;Singhasari;Demak Sultanate;;http://www.wikidata.org/entity/Q49326;;1478-01-01T00:00:00Z;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q127373583;wikidata;1.0;False;;Kertabhumi;0.0023224663901732162;8;0.008538899430740038;0.41375153097898865;0.011990200389390741;8;0.059277787361278825
Majapahit;Kertabhumi;Raja (penguasa);Rajasawardhana;;;Bathara Katong;Majapahit;Trowulan;;Singhasari;Pagaruyung Kingdom;;http://www.wikidata.org/entity/Q49326;;1478-01-01T00:00:00Z;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q127373583;wikidata;1.0;False;;Kertabhumi;0.0023224663901732162;8;0.008538899430740038;0.41375153097898865;0.011990200389390741;8;0.059277787361278825
Majapahit;Kertabhumi;Raja (penguasa);Rajasawardhana;;;Bathara Katong;Majapahit;Trowulan;;Singhasari;Blambangan Kingdom;;http://www.wikidata.org/entity/Q49326;;1478-01-01T00:00:00Z;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q127373583;wikidata;1.0;False;;Kertabhumi;0.0023224663901732162;8;0.008538899430740038;0.41375153097898865;0.011990200389390741;8;0.059277787361278825
Majapahit;Kertabhumi;Raja (penguasa);Rajasawardhana;;;Bathara Katong;Majapahit;Trowulan;;Singhasari;Malacca Sultanate;;http://www.wikidata.org/entity/Q49326;;1478-01-01T00:00:00Z;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q127373583;wikidata;1.0;False;;Kertabhumi;0.0023224663901732162;8;0.008538899430740038;0.41375153097898865;0.011990200389390741;8;0.059277787361278825
Majapahit;Kertabhumi;Raja (penguasa);Rajasawardhana;;;Bathara Katong;Majapahit;Trowulan;;Singhasari;Sultanate of Gowa;;http://www.wikidata.org/entity/Q49326;;1478-01-01T00:00:00Z;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q127373583;wikidata;1.0;False;;Kertabhumi;0.0023224663901732162;8;0.008538899430740038;0.41375153097898865;0.011990200389390741;8;0.059277787361278825
Majapahit;Kertabhumi;Raja (penguasa);Rajasawardhana;;;Bathara Katong;Majapahit;Trowulan;;Singhasari;Bruneian Sultanate;;http://www.wikidata.org/entity/Q49326;;1478-01-01T00:00:00Z;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q127373583;wikidata;1.0;False;;Kertabhumi;0.0023224663901732162;8;0.008538899430740038;0.41375153097898865;0.011990200389390741;8;0.059277787361278825
Majapahit;Kertabhumi;Raja (penguasa);Rajasawardhana;;;Ratu Ratna Pembayun;Majapahit;Trowulan;;Singhasari;Demak Sultanate;;http://www.wikidata.org/entity/Q49326;;1478-01-01T00:00:00Z;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q127373583;wikidata;1.0;False;;Kertabhumi;0.0023224663901732162;8;0.008538899430740038;0.41375153097898865;0.011990200389390741;8;0.059277787361278825
Majapahit;Kertabhumi;Raja (penguasa);Rajasawardhana;;;Ratu Ratna Pembayun;Majapahit;Trowulan;;Singhasari;Pagaruyung Kingdom;;http://www.wikidata.org/entity/Q49326;;1478-01-01T00:00:00Z;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q127373583;wikidata;1.0;False;;Kertabhumi;0.0023224663901732162;8;0.008538899430740038;0.41375153097898865;0.011990200389390741;8;0.059277787361278825
Majapahit;Kertabhumi;Raja (penguasa);Rajasawardhana;;;Ratu Ratna Pembayun;Majapahit;Trowulan;;Singhasari;Blambangan Kingdom;;http://www.wikidata.org/entity/Q49326;;1478-01-01T00:00:00Z;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q127373583;wikidata;1.0;False;;Kertabhumi;0.0023224663901732162;8;0.008538899430740038;0.41375153097898865;0.011990200389390741;8;0.059277787361278825
Majapahit;Kertabhumi;Raja (penguasa);Rajasawardhana;;;Ratu Ratna Pembayun;Majapahit;Trowulan;;Singhasari;Malacca Sultanate;;http://www.wikidata.org/entity/Q49326;;1478-01-01T00:00:00Z;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q127373583;wikidata;1.0;False;;Kertabhumi;0.0023224663901732162;8;0.008538899430740038;0.41375153097898865;0.011990200389390741;8;0.059277787361278825
Majapahit;Kertabhumi;Raja (penguasa);Rajasawardhana;;;Ratu Ratna Pembayun;Majapahit;Trowulan;;Singhasari;Sultanate of Gowa;;http://www.wikidata.org/entity/Q49326;;1478-01-01T00:00:00Z;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q127373583;wikidata;1.0;False;;Kertabhumi;0.0023224663901732162;8;0.008538899430740038;0.41375153097898865;0.011990200389390741;8;0.059277787361278825
Majapahit;Kertabhumi;Raja (penguasa);Rajasawardhana;;;Ratu Ratna Pembayun;Majapahit;Trowulan;;Singhasari;Bruneian Sultanate;;http://www.wikidata.org/entity/Q49326;;1478-01-01T00:00:00Z;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q127373583;wikidata;1.0;False;;Kertabhumi;0.0023224663901732162;8;0.008538899430740038;0.41375153097898865;0.011990200389390741;8;0.059277787361278825
Kesultanan Aceh;Safiatuddin dari Aceh;;Iskandar Muda dari Aceh;;Iskandar Tsani dari Aceh;;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496.0;;1612-01-01T00:00:00Z;1675-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q7676752;wikidata;1.0;False;;Safiatuddin dari Aceh;0.004156159941155916;16;1.7250301880282906e-05;0.2870638855804423;0.04317422354211073;16;0.04325944454027946
