kerajaan;orang;peran;ayah;ibu;pasangan;anak;namaKerajaan;ibuKota;agama;pendahulu;penerus;tahunMulai;wikidataID;tglLahir;tglMati;saudara;kerabat;dinasti;personWikidataID;orang_PageRank;orang_Louvain_Cluster;kerajaan_PageRank;kerajaan_Louvain_Cluster
Kerajaan Mataram;Makutawangsawardhana;Sri Isyana Tunggawijaya;Sri Isyana Tunggawijaya;Sri Isyana Tunggawijaya;;;;;;;;;;;;;;;http://www.wikidata.org/entity/Q12496257;0.0032972422840415964;12;0.008688047963907047;12
Kesultanan Aceh;Zaqiatuddin dari Aceh;;Naqiatuddin dari Aceh;Naqiatuddin dari Aceh;;;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496.0;;1640-01-01T00:00:00Z;1688-10-03T00:00:00Z;;;;http://www.wikidata.org/entity/Q12525432;0.003451271022446526;18;0.04448712404495881;18
Kesultanan Aceh;Teuku Nanta Seutia;Datuk Makhudum Sati;Datuk Makhudum Sati;;;Cut Nyak Dhien, Teuku Rayut;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496.0;;;;;;;http://www.wikidata.org/entity/Q19744098;0.0019840325587610046;19;0.04448712404495881;18
Kerajaan Mataram;Lokapala;;;Sri Isyana Tunggawijaya;Sri Isyana Tunggawijaya;;;;;;;;;;;;;;http://www.wikidata.org/entity/Q28152207;0.0032972422840415964;12;0.008688047963907047;12
Kesultanan Aceh;Salahuddin dari Aceh;Ali Mughayat Syah dari Aceh;Ali Mughayat Syah dari Aceh;;;;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496.0;;;1548-11-25T00:00:00Z;;;;http://www.wikidata.org/entity/Q4264920;0.0033052319919536044;18;0.04448712404495881;18
Kesultanan Aceh;Muhammad Daud Syah dari Aceh;;Sultan Mahmud Syah;Nyak Beulukeh;Teungku Putroe Gambar Gading;;;;;;;;;1864-01-01T00:00:00Z;1939-02-06T00:00:00Z;;;;http://www.wikidata.org/entity/Q12499353;0.0019840325587610046;18;0.04448712404495881;18
Kesultanan Aceh;Naqiatuddin dari Aceh;;;;;Zaqiatuddin dari Aceh;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496.0;;1650-01-01T00:00:00Z;1678-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q12500116;0.003451271022446526;18;0.04448712404495881;18
Kesultanan Banjar;Sulaiman dari Banjar;Tahmidullah II dari Banjar;Tahmidullah II dari Banjar;;;;;Banjarmasin, Martapura, South Kalimantan, Murung Raya Regency;Sunni Islam;Negara Daha;Dutch East Indies;1526.0;;1761-01-01T00:00:00Z;1825-06-03T00:00:00Z;;;;http://www.wikidata.org/entity/Q12517283;0.0037023169979782554;5;0.022505893445362482;5
Kesultanan Banjar;Saidullah dari Banjar;Inayatullah dari Banjar;Inayatullah dari Banjar;;;Tahlilullah;;Banjarmasin, Martapura, South Kalimantan, Murung Raya Regency;Sunni Islam;Negara Daha;Dutch East Indies;1526.0;;;1660-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q10975742;0.0041771392474592595;5;0.022505893445362482;5
Kesultanan Banjar;Inayatullah dari Banjar;Mustain Billah dari Banjar;Mustain Billah dari Banjar;;;Saidullah dari Banjar, Sultan Agung dari Banjar;;Banjarmasin, Martapura, South Kalimantan, Murung Raya Regency;Sunni Islam;Negara Daha;Dutch East Indies;1526.0;;;;;;;http://www.wikidata.org/entity/Q10965522;0.004376898148362181;5;0.022505893445362482;5
Kesultanan Banjar;Suriansyah dari Banjar;;Raden Mantri Alu;Puteri Galuh Beranakan (Ratu Intan Sari);;;;Banjarmasin, Martapura, South Kalimantan, Murung Raya Regency;Sunni Islam;Negara Daha;Dutch East Indies;1526.0;;;1546-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q10950705;0.0021714435694451797;9;0.022505893445362482;5
Kesultanan Banten;Maulana Muhammad;Maulana Yusuf;Maulana Yusuf;;;Abu al-Mafakhir;;;;;;;;;1596-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q19729041;0.004514735815074385;13;0.017186793457396026;13
Kesultanan Aceh;Badrul Alam dari Aceh;;;;;Jamalul Alam dari Aceh;;;;;;;;;1702-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q18205088;0.00388845129095675;18;0.04448712404495881;18
Kesultanan Aceh;Sultan Alauddin Ahmad Syah;;;;;Sultan Alauddin Johan Syah;;;;;;;;;1735-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q18204952;0.003420665937014686;18;0.04448712404495881;18
Kesultanan Aceh;Sultan Alauddin Riayat Syah;;;;;Sultan Ali Riayat Syah;;;;;;;;;1605-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q18204970;0.003451271022446526;18;0.04448712404495881;18
Kesultanan Aceh;Sultan Perkasa Alam Syarif Lamtui;;;;;Jamalul Alam dari Aceh;;;;;;;;;;;;;http://www.wikidata.org/entity/Q18210821;0.0019840325587610046;18;0.04448712404495881;18
Kesultanan Demak;Sunan Gunung Jati;Syarif Abdullah Umdatuddin;Syarif Abdullah Umdatuddin;;;Maulana Hasanuddin;;;;;;;;1448-01-01T00:00:00Z;1569-01-01T00:00:00Z;;;Alawiyyin;http://www.wikidata.org/entity/Q4201195;0.0036130084248883324;4;0.004438479049294041;8
Kesultanan Banten;Abu al-Ma'ali;Abu al-Mafakhir;Abu al-Mafakhir;;;Tirtayasa dari Banten;;Old Banten;;Cirebon Sultanate, Demak Sultanate, Sunda Kingdom;Bantam Presidency, Bantam Residency, Batavia, Dutch East IndiesBatavia;1526.0;;http://www.wikidata.org/.well-known/genid/18c9b24f542db93a3c45cebe1db76186;1650-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q41799422;0.004524923821015477;13;0.017186793457396026;13
Kesultanan Banten;Maulana Yusuf;Maulana Hasanuddin;Maulana Hasanuddin;;;Maulana Muhammad;;Old Banten;;Cirebon Sultanate, Demak Sultanate, Sunda Kingdom;Bantam Presidency, Bantam Residency, Batavia, Dutch East IndiesBatavia;1526.0;;http://www.wikidata.org/.well-known/genid/b946f56a82cad4c7dff1c8fcab4ad87c;1580-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q6792439;0.004394457530049878;13;0.017186793457396026;13
Kesultanan Banjar;Surya Alam dari Banjar;Tahlilullah;Tahlilullah;;;Tamjidillah I dari Banjar;;Banjarmasin, Martapura, South Kalimantan, Murung Raya Regency;Sunni Islam;Negara Daha;Dutch East Indies;1526.0;;;;;;;http://www.wikidata.org/entity/Q12518174;0.004566196301881054;5;0.022505893445362482;5
Kesultanan Banjar;Tahmidullah II dari Banjar;Tamjidillah I dari Banjar;Tamjidillah I dari Banjar;;;Sulaiman dari Banjar;;Banjarmasin, Martapura, South Kalimantan, Murung Raya Regency;Sunni Islam;Negara Daha;Dutch East Indies;1526.0;;1727-01-01T00:00:00Z;1801-04-19T00:00:00Z;;;;http://www.wikidata.org/entity/Q12517718;0.004876317945016995;5;0.022505893445362482;5
Kesultanan Banjar;Muhammad Seman dari Banjar;;Pangeran Antasari;Nyai Fatimah;Two Dayak princesses from the Ot Danum tribe;Gusti Berakit;;Banjarmasin, Martapura, South Kalimantan, Murung Raya Regency;Sunni Islam;Negara Daha;Dutch East Indies;1526.0;;1897-01-01T00:00:00Z;;;;;http://www.wikidata.org/entity/Q12499382;0.0019840325587610046;5;0.022505893445362482;5
Kesultanan Banjar;Muhammad dari Banjar;;Hamidullah;;Putri Tamjidillah I;;;Banjarmasin, Martapura, South Kalimantan, Murung Raya Regency;Sunni Islam;Negara Daha;Dutch East Indies;1526.0;;1730-01-01T00:00:00Z;1761-01-16T00:00:00Z;;;;http://www.wikidata.org/entity/Q12499402;0.0019840325587610046;5;0.022505893445362482;5
Kesultanan Banjar;Rakyatullah dari Banjar;;Marhum Panembahan;Seorang selir dari suku Jawa;Andin Hayu, Nyai Mas Tapi;Raden Hangkut (Pangeran Aria Wiraraja), Puteri Samut (Puteri Galuh Hasanah), Puteri Kumkuma;;Banjarmasin, Martapura, South Kalimantan, Murung Raya Regency;Sunni Islam;Negara Daha;Dutch East Indies;1526.0;;;;;;;http://www.wikidata.org/entity/Q12507782;0.0019840325587610046;5;0.022505893445362482;5
Kesultanan Banjar;Soeria Kasoema;;Bayan Aji;Galuh Salamah;Ratu Lim Pe Tek Nio (Siti Ra’imah);;;Banjarmasin, Martapura, South Kalimantan, Murung Raya Regency;Sunni Islam;Negara Daha;Dutch East Indies;1526.0;;;;HM Normas, Ung Dibab (M. Jafri), Galuh Rahmah, Galuh Amnah (Aminah), H Hamid, HM Said (Datu M Said);;;http://www.wikidata.org/entity/Q12515777;0.0019840325587610046;0;0.022505893445362482;5
Kesultanan Banjar;Tamjidullah II dari Banjar;;Abdul Rahman dari Banjar;Nyai Biyar;;;;Banjarmasin, Martapura, South Kalimantan, Murung Raya Regency;Sunni Islam;Negara Daha;Dutch East Indies;1526.0;;1817-01-01T00:00:00Z;;Hidayatullah II dari Banjar;;;http://www.wikidata.org/entity/Q12519059;0.0019840325587610046;5;0.022505893445362482;5
Kesultanan Banten;Maulana Hasanuddin;Sunan Gunung Jati;Sunan Gunung Jati;;;Maulana Yusuf;;Old Banten;;Cirebon Sultanate, Demak Sultanate, Sunda Kingdom;Bantam Presidency, Bantam Residency, Batavia, Dutch East IndiesBatavia;1526.0;;1478-01-01T00:00:00Z;1570-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q12497581;0.0039963452393025406;13;0.017186793457396026;13
Kesultanan Aceh;Iskandar Tsani dari Aceh;Ahmad Shah II of Pahang;Ahmad Shah II of Pahang;Safiatuddin dari Aceh;Safiatuddin dari Aceh;;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496.0;;1610-01-01T00:00:00Z;1641-02-15T00:00:00Z;;;;http://www.wikidata.org/entity/Q4264509;0.003185805830116424;18;0.04448712404495881;18
Kesultanan Aceh;Iskandar Muda dari Aceh;;;;;Safiatuddin dari Aceh;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496.0;;1583-01-01T00:00:00Z;1636-12-27T00:00:00Z;;;;http://www.wikidata.org/entity/Q375774;0.003185805830116424;18;0.04448712404495881;18
Kesultanan Banten;Abu al-Fadhl;Abu an-Nasr;Abu an-Nasr;;;;;Old Banten;;Cirebon Sultanate, Demak Sultanate, Sunda Kingdom;Bantam Presidency, Bantam Residency, Batavia, Dutch East IndiesBatavia;1526.0;;http://www.wikidata.org/.well-known/genid/f9ae6c7a1c272153117e99a2bf8cadd7;1690-01-01T00:00:00Z;Abu al-Mahasin;;;http://www.wikidata.org/entity/Q57818896;0.004231908199622748;13;0.017186793457396026;13
Kesultanan Banten;Abu al-Mahasin;Abu an-Nasr;Abu an-Nasr;;;Syifa Zainularifin, Wasi Zainulalimin;;Old Banten;;Cirebon Sultanate, Demak Sultanate, Sunda Kingdom;Bantam Presidency, Bantam Residency, Batavia, Dutch East IndiesBatavia;1526.0;;http://www.wikidata.org/.well-known/genid/776342bfdce90153563b8e112b3290de;1733-01-01T00:00:00Z;Abu al-Fadhl;;;http://www.wikidata.org/entity/Q57819481;0.006355000589380954;13;0.017186793457396026;13
Kesultanan Aceh;Cut Nya’ Dhien;Teuku Nanta Seutia;;Teuku Umar;;;;;;;;;;;;;;;;0.0023213723779925196;19;0.04448712404495881;18
Kesultanan Banten;Abu al-Mafakhir;Maulana Muhammad;Maulana Muhammad;;;Abu al-Ma'ali;;Old Banten;;Cirebon Sultanate, Demak Sultanate, Sunda Kingdom;Bantam Presidency, Bantam Residency, Batavia, Dutch East IndiesBatavia;1526.0;;1596-01-01T00:00:00Z;1651-03-10T00:00:00Z;;;;http://www.wikidata.org/entity/Q7130931;0.004542940638905413;13;0.017186793457396026;13
Kesultanan Aceh;Husain Ali Riayat Syah dari Aceh;Alauddin al-Qahhar dari Aceh;Alauddin al-Qahhar dari Aceh;;;Muda dari Aceh;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496.0;;;1579-06-08T00:00:00Z;;;;http://www.wikidata.org/entity/Q12709858;0.004664501792349814;18;0.04448712404495881;18
Majapahit;Suraprabhawa;Kertawijaya;Kertawijaya;;;;Majapahit;Trowulan;;Singhasari;Demak Sultanate;;http://www.wikidata.org/entity/Q49326;http://www.wikidata.org/.well-known/genid/d19d70b480afeed45b16fcc26c548741;1474-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q19748670;0.0019840325587610046;6;0.012237431168675175;6
Majapahit;Suraprabhawa;Kertawijaya;Kertawijaya;;;;Majapahit;Trowulan;;Singhasari;Pagaruyung Kingdom;;http://www.wikidata.org/entity/Q49326;http://www.wikidata.org/.well-known/genid/d19d70b480afeed45b16fcc26c548741;1474-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q19748670;0.0019840325587610046;6;0.012237431168675175;6
Majapahit;Suraprabhawa;Kertawijaya;Kertawijaya;;;;Majapahit;Trowulan;;Singhasari;Blambangan Kingdom;;http://www.wikidata.org/entity/Q49326;http://www.wikidata.org/.well-known/genid/d19d70b480afeed45b16fcc26c548741;1474-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q19748670;0.0019840325587610046;6;0.012237431168675175;6
Majapahit;Suraprabhawa;Kertawijaya;Kertawijaya;;;;Majapahit;Trowulan;;Singhasari;Malacca Sultanate;;http://www.wikidata.org/entity/Q49326;http://www.wikidata.org/.well-known/genid/d19d70b480afeed45b16fcc26c548741;1474-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q19748670;0.0019840325587610046;6;0.012237431168675175;6
Majapahit;Suraprabhawa;Kertawijaya;Kertawijaya;;;;Majapahit;Trowulan;;Singhasari;Sultanate of Gowa;;http://www.wikidata.org/entity/Q49326;http://www.wikidata.org/.well-known/genid/d19d70b480afeed45b16fcc26c548741;1474-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q19748670;0.0019840325587610046;6;0.012237431168675175;6
Majapahit;Suraprabhawa;Kertawijaya;Kertawijaya;;;;Majapahit;Trowulan;;Singhasari;Bruneian Sultanate;;http://www.wikidata.org/entity/Q49326;http://www.wikidata.org/.well-known/genid/d19d70b480afeed45b16fcc26c548741;1474-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q19748670;0.0019840325587610046;6;0.012237431168675175;6
Kesultanan Banten;Syifa Zainularifin;Abu al-Mahasin;Abu al-Mahasin;;;Arif Zainulasyiqin;;Old Banten;;Cirebon Sultanate, Demak Sultanate, Sunda Kingdom;Bantam Presidency, Bantam Residency, Batavia, Dutch East IndiesBatavia;1526.0;;http://www.wikidata.org/.well-known/genid/1de0d03f0e665e7aaf6d143b26b7c5d7;1750-01-01T00:00:00Z;Wasi Zainulalimin;;;http://www.wikidata.org/entity/Q57820133;0.004179698752537944;13;0.017186793457396026;13
Kesultanan Banten;Wasi Zainulalimin;Abu al-Mahasin;Abu al-Mahasin;;;;;Old Banten;;Cirebon Sultanate, Demak Sultanate, Sunda Kingdom;Bantam Presidency, Bantam Residency, Batavia, Dutch East IndiesBatavia;1526.0;;;;Syifa Zainularifin;;;http://www.wikidata.org/entity/Q57820832;0.003949213486828128;13;0.017186793457396026;13
Kerajaan Klungkung;Dewa Agung Gede;Dewa Agung Jambe I;Dewa Agung Jambe I;;;Dewa Agung Made;;;;;;;;;;;;;http://www.wikidata.org/entity/Q121154103;0.004169521244466667;1;0.014739077036949672;1
Kerajaan Klungkung;Dewa Agung Jambe II;Dewa Agung Putra III Bhatara Dalem;Dewa Agung Putra III Bhatara Dalem;;;;;;;;;;;;;;Dewa Agung Oka Geg;;http://www.wikidata.org/entity/Q121154115;0.004836680341438155;1;0.014739077036949672;1
Kerajaan Klungkung;Dewa Agung Made;Dewa Agung Gede;Dewa Agung Gede;;;Dewa Agung Śakti;;;;;;;;;;;;;http://www.wikidata.org/entity/Q121154105;0.004548308523766053;1;0.014739077036949672;1
Kerajaan Klungkung;Dewa Agung Putra I Kusamba;Dewa Agung Śakti;Dewa Agung Śakti;;;;;;;;;;;;;;;;http://www.wikidata.org/entity/Q121154109;0.0037889079659054483;1;0.014739077036949672;1
Kerajaan Klungkung;Dewa Agung Śakti;Dewa Agung Made;Dewa Agung Made;;;Dewa Agung Putra I Kusamba;;;;;;;;;;;;;http://www.wikidata.org/entity/Q121154107;0.004883030067708141;1;0.014739077036949672;1
kerajaan demak;Sunan Bonang;Sunan Ampel;Sunan Ampel;;;;;;;;;;;1465-01-01T00:00:00Z;1525-01-01T00:00:00Z;Sunan Drajat;Sunan Giri;;http://www.wikidata.org/entity/Q7443276;0.0019840325587610046;8;0.0024057073328003983;8
Kesultanan Siak Sri Inderapura;Sayyid Usman Syahabuddin;;;;;Sayyid Ali dari Siak, Sultan Syarif Abdurrahman;;;;;;;;;;;;;http://www.wikidata.org/entity/Q135319723;0.0019840325587610046;2;0.007325246363259994;2
Kesultanan Cirebon;Pangeran Walangsungsang;Sri Baduga Maharaja;Sri Baduga Maharaja;;;;;;;;;;;1423-01-01T00:00:00Z;1529-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q131955027;0.002921842515298892;4;0.004920134662767006;4
Kesunanan Surakarta;Pakubuwana X;Pakubuwana IX;Pakubuwana IX;;;G. P. H. Djatikoesoemo, Haryo Mataram, Kussalbiyah, Pakubuwana XI, Retno Puwoso;;;;;;;;1866-11-29T00:00:00Z;1939-02-22T00:00:00Z;;Mooryati Soedibyo;Wangsa Mataram;http://www.wikidata.org/entity/Q2330098;0.0019840325587610046;22;0.003038219493859489;22
Kesultanan Siak Sri Inderapura;Abdul Jalil Syah dari Siak;Mahmud Syah II dari Johor;Mahmud Syah II dari Johor;;;Mahmud dari Siak;;;;;;;;http://www.wikidata.org/.well-known/genid/3a4ab4bd80af2264d5e0a0c45a341902;1746-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q11169169;0.0019840325587610046;2;0.007325246363259994;2
Kesultanan Lingga;Sulaiman II Badrul Alam Syah;Abdul Rahman Muazzam Syah dari Lingga;Abdul Rahman Muazzam Syah dari Lingga;;;;;;;;;;;http://www.wikidata.org/.well-known/genid/68d127c6441c7f5e61579ff1c1cb8030;1883-09-17T00:00:00Z;;;Wangsa Bendahara;http://www.wikidata.org/entity/Q12709895;0.0019840325587610046;15;0.002827382106839792;15
Kerajaan Klungkung;Dewa Agung Jambe I;;;;;Dewa Agung Gede;;;;;;;;;;;Dalem Di Made;;http://www.wikidata.org/entity/Q121154102;0.003165107890661003;1;0.014739077036949672;1
Kerajaan Klungkung;Dewa Agung Oka Geg;;;;;;;;;;;;;;1964-01-01T00:00:00Z;;Dewa Agung Jambe II;;http://www.wikidata.org/entity/Q121142872;0.0033533855507873593;1;0.014739077036949672;1
Kerajaan Klungkung;Dewa Agung Putra III Bhatara Dalem;;;;;Dewa Agung Jambe II;;;;;;;;;;;;;http://www.wikidata.org/entity/Q121154113;0.0033533855507873593;1;0.014739077036949672;1
Kesultanan Tidore;Al-Mansur dari Tidore;;;;;Mir of Tidore;;Tidore;Sunni Islam;;Dutch East Indies;1081.0;;;1526-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q89372631;0.003451271022446526;11;0.006042975550237098;11
Kesultanan Tidore;Mir of Tidore;Al-Mansur dari Tidore;Al-Mansur dari Tidore;;;;;Tidore;Sunni Islam;;Dutch East Indies;1081.0;;1510-01-01T00:00:00Z;1550-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q89377011;0.003451271022446526;11;0.006042975550237098;11
Kadipaten Surabaya;Pangeran Pekik;Jayalengkara;Jayalengkara;;;;;Surabaya;Islam;Demak Sultanate;Mataram Sultanate;;;1650-01-01T00:00:00Z;1659-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q12502604;0.003451271022446526;3;0.004918509486132048;3
Kutai;Muhammad bin Yahya;;Sayyid Ali bin Hasan bin Thaha bin Yahya;Syarifah dari keluarga bin Thahir;Aji Aisyah;;Kutai;;;;;;http://www.wikidata.org/entity/Q1794655;1844-01-01T00:00:00Z;1949-02-17T00:00:00Z;;;Alawiyyin;http://www.wikidata.org/entity/Q50702104;0.0019840325587610046;23;0.0024057073328003983;23
Kesunanan Surakarta;Kanjeng Raden Mas Haryo Wuryaningrat;;;;;;;;;;;;;;;Kanjeng Raden Mas Haryo Sosrodiningrat V;;Kesunanan Surakarta;http://www.wikidata.org/entity/Q104765484;0.0019840325587610046;22;0.003038219493859489;22
Kesultanan Cirebon;Panembahan Ratu I;;;;Glampok Raras;;;;;;;;;1547-01-01T00:00:00Z;1649-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q132673938;0.0019840325587610046;4;0.004920134662767006;4
Kesultanan Siak Sri Inderapura;Syarif Kasim II dari Siak;Syarif Hasyim dari Siak;Syarif Hasyim dari Siak;;;;;;;;;;;1893-12-01T00:00:00Z;1968-04-23T00:00:00Z;;;;http://www.wikidata.org/entity/Q11214817;0.0019840325587610046;2;0.007325246363259994;2
Majapahit;Sunan Mertayasa;Maulana Ishaq;Maulana Ishaq;;;;Majapahit;Trowulan;;Singhasari;Demak Sultanate;1292.0;http://www.wikidata.org/entity/Q49326;;;;;;http://www.wikidata.org/entity/Q137543347;0.0019840325587610046;6;0.012237431168675175;6
Majapahit;Sunan Mertayasa;Maulana Ishaq;Maulana Ishaq;;;;Majapahit;Trowulan;;Singhasari;Pagaruyung Kingdom;1292.0;http://www.wikidata.org/entity/Q49326;;;;;;http://www.wikidata.org/entity/Q137543347;0.0019840325587610046;6;0.012237431168675175;6
Majapahit;Sunan Mertayasa;Maulana Ishaq;Maulana Ishaq;;;;Majapahit;Trowulan;;Singhasari;Blambangan Kingdom;1292.0;http://www.wikidata.org/entity/Q49326;;;;;;http://www.wikidata.org/entity/Q137543347;0.0019840325587610046;6;0.012237431168675175;6
Majapahit;Sunan Mertayasa;Maulana Ishaq;Maulana Ishaq;;;;Majapahit;Trowulan;;Singhasari;Malacca Sultanate;1292.0;http://www.wikidata.org/entity/Q49326;;;;;;http://www.wikidata.org/entity/Q137543347;0.0019840325587610046;6;0.012237431168675175;6
Majapahit;Sunan Mertayasa;Maulana Ishaq;Maulana Ishaq;;;;Majapahit;Trowulan;;Singhasari;Sultanate of Gowa;1292.0;http://www.wikidata.org/entity/Q49326;;;;;;http://www.wikidata.org/entity/Q137543347;0.0019840325587610046;6;0.012237431168675175;6
Majapahit;Sunan Mertayasa;Maulana Ishaq;Maulana Ishaq;;;;Majapahit;Trowulan;;Singhasari;Bruneian Sultanate;1292.0;http://www.wikidata.org/entity/Q49326;;;;;;http://www.wikidata.org/entity/Q137543347;0.0019840325587610046;6;0.012237431168675175;6
Kesultanan Cirebon;Sunan Gunung Jati;Syarif Abdullah Umdatuddin;Syarif Abdullah Umdatuddin;;;Maulana Hasanuddin;;;;;;;;1448-01-01T00:00:00Z;1569-01-01T00:00:00Z;;;Alawiyyin;http://www.wikidata.org/entity/Q4201195;0.0036130084248883324;4;0.004920134662767006;4
Kesultanan Banjar;Tahlilullah;Saidullah dari Banjar;Saidullah dari Banjar;;;Surya Alam dari Banjar;;;;;;;;1654-01-01T00:00:00Z;1708-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q19748674;0.004459736642681323;5;0.022505893445362482;5
Kesultanan Pajang;Sunan Demak;Sunan Ampel;Sunan Ampel;;;;;;Islam;Demak Sultanate;Mataram Sultanate;1568.0;;1473-01-01T00:00:00Z;1570-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q135552791;0.0019840325587610046;8;0.0024057073328003983;8
Kesultanan Banjar;Tamjidillah I dari Banjar;Surya Alam dari Banjar;Surya Alam dari Banjar;;;Tahmidullah II dari Banjar;;;;;;;;;;;;;http://www.wikidata.org/entity/Q19741752;0.0046578208101230615;5;0.022505893445362482;5
Kadipaten Surabaya;Jayalengkara;;;;;Pangeran Pekik;;Surabaya;Islam;Demak Sultanate;Mataram Sultanate;;;;;;;;http://www.wikidata.org/entity/Q133897328;0.003451271022446526;3;0.004918509486132048;3
Kesultanan Banjar;Adam dari Banjar;;Sulaiman dari Banjar;;;3 anak laki-laki;;;;;;;;1776-01-01T00:00:00Z;;5 orang saudara kandung, 17 orang saudara seayah;;;http://www.wikidata.org/entity/Q16163200;0.0019840325587610046;5;0.022505893445362482;5
Kesultanan Cirebon;Rara Santang;Sri Baduga Maharaja;Sri Baduga Maharaja;Syarif Abdullah Umdatuddin;Syarif Abdullah Umdatuddin;Sunan Gunung Jati;;;;;;;;1426-01-01T00:00:00Z;;;;;http://www.wikidata.org/entity/Q136235790;0.002921842515298892;4;0.004920134662767006;4
Kesultanan Banjar;Hamidullah dari Banjar;;Amirullah Bagus Kesuma;;;Pangeran Mohammad Aliuddin Aminullah;;;;;;;;;;Pangeran Tamjidillah I;;;http://www.wikidata.org/entity/Q17998598;0.0019840325587610046;5;0.022505893445362482;5
Kesultanan Banjar;Mustain Billah dari Banjar;Hidayatullah I dari Banjar;Hidayatullah I dari Banjar;;;Inayatullah dari Banjar;;;;;;;;;1638-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q19752264;0.004271751305721888;5;0.022505893445362482;5
Kesultanan Ngayogyakarta Hadiningrat;Ahmad Dahlan;;;Nyai Ahmad Dahlan;Nyai Ahmad Dahlan;;;;;;;;;1868-08-01T00:00:00Z;1923-02-23T00:00:00Z;;;;http://www.wikidata.org/entity/Q4695300;0.0019840325587610046;24;0.002827382106839792;24
